Qui,URL,Année,Titre,Non-applicable,Appliquée,Déductible,Non-déductible,Commentaires,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi,el,da,ms,ca,is,eu,sr,gl,cy,ast,et,bg,sl,hu,ta,fa,sa,id,cr,ctn,iu,mux,yuw,byx,st,roh,yua,la,kij,no,sk,af,sux,mk,te,mwf,zgh,ps,ks,bn,gu,ml,ga,lv
FD,https://aclanthology.org/2020.lrec-1.34.pdf,2020,"Creating Expert Knowledge by Relying on Language Learners: a Generic Approach for Mass-Producing Language Resources by Combining Implicit Crowdsourcing and Language Learning",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.35.pdf,2020,"MAGPIE: A Large Corpus of Potentially Idiomatic Expressions",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.36.pdf,2020,"CRWIZ: A Framework for Crowdsourcing Real-Time Wizard-of-Oz Dialogues",,,,x,"convAI, bAbI, MultiWoZ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.37.pdf,2020,"Effort Estimation in Named Entity Tagging Tasks",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.38.pdf,2020,"Using Crowdsourced Exercises for Vocabulary Training to Expand ConceptNet",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.39.pdf,2020,"Predicting Multidimensional Subjective Ratings of Children’ Readings from the Speech Signals for the Automatic Assessment of Fluency",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.40.pdf,2020,"Constructing Multimodal Language Learner Texts Using LARA: Experiences with Nine Languages",,x,,,,x,x,x,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
FD,https://aclanthology.org/2020.lrec-1.41.pdf,2020,"A Dataset for Investigating the Impact of Feedback on Student Revision Outcome",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.42.pdf,2020,"Creating Corpora for Research in Feedback Comment Generation",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.43.pdf,2020,"Using Multilingual Resources to Evaluate CEFRLex for Learner Applications",,x,,,,x,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.44.pdf,2020,"ARTranslate - Immersive Language Exploration with Object Recognition and Augmented Reality",,x,,,,x,x,x,,,x,,,,x,x,,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.45.pdf,2020,"A Process-oriented Dataset of Revisions during Writing",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.46.pdf,2020,"Automated Writing Support Using Deep Linguistic Parsers",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.47.pdf,2020,"TLT-school: a Corpus of Non Native Children Speech",,x,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.48.pdf,2020,"Toward a Paradigm Shift in Collection of Learner Corpora",,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.49.pdf,2020,"Quality Focused Approach to a Learner Corpus Development",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
FD,https://aclanthology.org/2020.lrec-1.50.pdf,2020,"An Exploratory Study into Automated Pr ́ecis Grading",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
