Qui,URL,Année,Titre,Non-applicable,Appliquée,Déductible,Non-déductible,Commentaires,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi,el,da,ms,ca,is,eu,sr,gl,cy,ast,et,bg,sl,hu,ta,fa,sa,id,cr,ctn,iu,mux,yuw,byx,st,roh,yua,la,kij,no,sk,af,sux,mk,te,mwf,zgh,ps,ks,bn,gu,ml,ga,lv
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/25_Paper.pdf,2010,"The Sign Linguistics Corpora Network: towards standards for signed language  resources",,x,,,"parle de langues des signes de plusieurs pays/communautés mais sans donner vraiment de noms",x,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/27_Paper.pdf,2010,"A bilingual dictionary Mexican Sign Language-Spanish/Spanish-Mexican Sign Language",,x,,,"préciser la variété ! (je coche espagnol même pour langue des signes espagnole...)",,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/28_Paper.pdf,2010,"The Web Library of Babel: evaluating genre collections",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/29_Paper.pdf,2010,"A General Methodology for Equipping Ontologies With Time",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/30_Paper.pdf,2010,"A Python Toolkit for Universal Transliteration",,x,,,,x,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/31_Paper.pdf,2010,"Test suite design for ontology concept recognition systems",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/34_Paper.pdf,2010,"Construction of a Benchmark Data Set for Cross-lingual Word Sense Disambiguation",,x,,,,x,x,x,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/35_Paper.pdf,2010,"Corpus and Evaluation Measures for Automatic Plagiarism Detection",,x,,,"pas toutes les langues citées",x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/36_Paper.pdf,2010,"An Evolving eScience Environment for Research Data in Linguistics",,x,,,"(langue des signes nl)",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/39_Paper.pdf,2010,"Classifying Action Items for Semantic Email ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/40_Paper.pdf,2010,"Automatic Acquisition of Parallel Corpora from Websites with Dynamic Content",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/41_Paper.pdf,2010,"United we stand: improving sentiment analysis by joining machine learning and rule based methods",,,,x,"affectivetext corpus, ""figurative language"" (?)",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/45_Paper.pdf,2010,"Handling of missing values in lexical acquisition ",,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/46_Paper.pdf,2010,"Influence of Module Order on Rule-Based De-identification of Personal Names in Electronic Patient Records Written in Swedish",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/47_Paper.pdf,2010,"Automatic and human evaluation study of a rule-based and a statistical Catalan-Spanish machine translation systems",,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/48_Paper.pdf,2010,"An Integrated Digital Tool for Accessing Language Resources",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/52_Paper.pdf,2010,"A Speech Corpus for Dyslexic Reading Training",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/54_Paper.pdf,2010,"Arabic Word Segmentation for Better Unit of Analysis",,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/55_Paper.pdf,2010,"ISO-TimeML: An International Standard for Semantic Annotation",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/57_Paper.pdf,2010,"GIS Application Improvement with Multilingual   Lexical and Terminological Resources ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/58_Paper.pdf,2010,"A Database of Narrative Schemas",,,x,,"timebank, tempeval, gigaword",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/60_Paper.pdf,2010,"A Swedish Scientific Medical Corpus for                                                            Terminology Management and Linguistic Exploration",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/62_Paper.pdf,2010,"Using High-Quality Resources in NLP: The Valency Dictionary of English as a Resource for Left-Associative Grammars",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/63_Paper.pdf,2010,"Dictionary and Monolingual Corpus-based Query Translation for Basque-English CLIR",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/65_Paper.pdf,2010,"FastKwic, an “intelligent“ concordancer using FASTR",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/66_Paper.pdf,2010,"A Description of Morphological Features of Serbian: a Revision   using Feature System Declaration ",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/67_Paper.pdf,2010,"Determining Reliability of Subjective and Multi-label Emotion Annotation through Novel Fuzzy Agreement Measure",,,,x,"times of India",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/68_Paper.pdf,2010,"FIDJI: Web Question-Answering at Quaero 2009",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/69_Paper.pdf,2010,"A Tool for Feature-Structure Stand-Off-Annotation on Transcriptions of Spoken Discourse",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/70_Paper.pdf,2010,"The CLARIN-NL Project ",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/71_Paper.pdf,2010,"Language Resource Management System for Asian WordNet Collaboration   and Its Web Service Application ",,x,,,,,,,x,x,,,x,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/73_Paper.pdf,2010,"Propbank Frameset Annotation Guidelines Using a Dedicated Editor, Cornerstone",,x,,,,x,,,,x,,x,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/76_Paper.pdf,2010,"A Multilayered Declarative Approach to Cope with Morphotactics and Allomorphy in Derivational Morphology",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/77_Paper.pdf,2010,"Bank of Russian Constructions and Valencies",,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/78_Paper.pdf,2010,"Automatic Discovery of Semantic Relations using MindNet ",,,,x,"wikipedia/encarta (multilingues) mais sur entités nommées donc p-ê pas si dépendant de la langue ?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/79_Paper.pdf,2010,"A Corpus Factory for many languages",,x,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/80_Paper.pdf,2010,"A Flexible Representation of Heterogeneous Annotation Data",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/81_Paper.pdf,2010,"Hybrid Citation Extraction from Patents",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/82_Paper.pdf,2010,"The Impact of Grammar Enhancement on Semantic Resources Induction ",,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/83_Paper.pdf,2010,"Adapting Chinese Word Segmentation for  Machine Translation Based on Short Units ",,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/84_Paper.pdf,2010,"Data-Driven and Ontological Analysis of FrameNet for Natural Language Reasoning",,x,,,"note de bas de page",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/85_Paper.pdf,2010,"MPC: A Multi-Party Chat Corpus For Modeling Social Phenomena In Discourse",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/106_Paper.pdf,2012,"Investigating Engagement  Intercultural and technological aspects of the collection, analysis, and use of  Estonian Conversational Video Data",,x,,,titre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/108_Paper.pdf,2012,"“You Seem Aggressive!” Monitoring Anger in a Practical Application",,,,x,"précise juste que l'expérience a eu lieu en Allemagne (mais du coup pas 100% sûre que ce soit sur de l'allemand)",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/110_Paper.pdf,2012,"Fast Labeling and Transcription with the Speechalyzer Toolkit",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/112_Paper.pdf,2012,"Smooth Sailing for STEVIN ",,x,,,"précise la variété",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/113_Paper.pdf,2012,"Automatic Speech Recognition on Firefighter TETRA broadcast",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/114_Paper.pdf,2012,"Building a Basque-Chinese Dictionary by Using English as Pivot ",,x,,,titre,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/117_Paper.pdf,2012,"Mining Sentiment Words from Microblogs for Predicting  Writer-Reader Emotion Transition",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/120_Paper.pdf,2012,"A High-Quality Web Corpus of Czech",,x,,,titre,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/121_Paper.pdf,2012,"German Verb Patterns and Their Implementation in an Electronic Dictionary",,x,,,titre,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/122_Paper.pdf,2012,"Large Scale Semantic Annotation, Indexing, and Search at The National Archives",,,,x,"ou déductible mais cite des corpus/données des archives britanniques donc sûrement pas dans lremap",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/123_Paper.pdf,2012,"QurAna: Corpus of the Quran annotated with Pronominal Anaphora",,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/124_Paper.pdf,2012,"Bootstrapping Sentiment Labels For Unannotated Documents With Polarity PageRank",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/125_Paper.pdf,2012,"MLSA – A Multi-layered Reference Corpus for German Sentiment Analysis",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/126_Paper.pdf,2012,"Versatile Speech Databases for High Quality Synthesis for Basque",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/128_Paper.pdf,2012,"TIMEN: An Open Temporal Expression Normalisation Resource",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/129_Paper.pdf,2012,"Measuring Interlanguage: Native Language Identification with L1-influence Metrics",,x,,,,x,,x,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/130_Paper.pdf,2012,"DISLOG: A logic-based language for processing discourse structures",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/136_Paper.pdf,2012,"A Gold Standard for Relation Extraction in the Food Domain",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/137_Paper.pdf,2012,"A Repository of Rules and Lexical Resources for Discourse Structure Analysis: the Case of Explanation Structures",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/139_Paper.pdf,2012,"Risk Analysis and Prevention: LELIE, a Tool dedicated to Procedure and Requirement Authoring",,x,,,"version fr finie, anglaise en dvpt",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/148_Paper.pdf,2012,"WebAnnotator, an Annotation Tool for Web Pages",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/149_Paper.pdf,2012,"Towards a comprehensive open repository of Polish language resources",,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/150_Paper.pdf,2012,"Towards an LFG Parser for Polish An Exercise in Parasitic Grammar Developmen",,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/151_Paper.pdf,2012,"Constructive Interaction for Talking about Interesting Topics",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/152_Paper.pdf,2012,"Corpus-based Referring Expressions Generation",,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/153_Paper.pdf,2012,"Portuguese Text Generation from Large Corpora",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/154_Paper.pdf,2012,"SUMAT: Data Collection and Parallel Corpus Compilation for Machine Translation of Subtitles",,x,,,,x,x,x,,,x,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/159_Paper.pdf,2012,"Affective Common Sense Knowledge Acquisition for Sentiment Analysis",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/160_Paper.pdf,2012,"Body-conductive acoustic sensors in human-robot communication",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/161_Paper.pdf,2012,"From keystrokes to annotated process data: Enriching the output of Inputlog  with linguistic information ",,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/164_Paper.pdf,2012,"A Comparative Evaluation of Word Sense Disambiguation Algorithms for German",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/165_Paper.pdf,2012,"SemScribe: Natural Language Generation for Medical Reports",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/166_Paper.pdf,2012,"Automatic Annotation and Manual Evaluation of the Diachronic German Corpus TüBa-D/DC",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/167_Paper.pdf,2012,"A new dynamic approach for lexical networks evaluation ",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/168_Paper.pdf,2012,"Grammatical Error Annotation for Korean Learners of Spoken English",,x,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/169_Paper.pdf,2012,"Adaptive Speech Understanding for Intuitive Model-based Spoken Dialogues",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/170_Paper.pdf,2012,"First Steps towards the Semi-automatic Development of a  Wordformation-based Lexicon of Latin ",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/172_Paper.pdf,2012,"The Use of Parallel and Comparable Data for Analysis of Abstract Anaphora in German and English",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/175_Paper.pdf,2012,"A Tool for Extracting Conversational Implicatures",,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/176_Paper.pdf,2012,"Polaris: Lymba’s Semantic Parser",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/177_Paper.pdf,2012,"Light Verb Constructions in the SzegedParalellFX English–Hungarian Parallel Corpus",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/178_Paper.pdf,2012,"CoALT:  A Software for Comparing Automatic Labelling Tools  ",,x,,,"""appliqué que sur fr et en mais peut facilement l'appliquer à d'autres langues""",x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/179_Paper.pdf,2012,"Balanced data repository of spontaneous spoken Czech ",,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/180_Paper.pdf,2012,"The coding and annotation of multimodal dialogue acts",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/181_Paper.pdf,2012,"Learning Categories and their Instances by Contextual Features",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
